score,portal,title,name,id,modified,license,org,resource_count,formats,url
7,HDX,Western Sahara - Current IATI Aid Activities,iati-esh,2c46e704-520e-4f5c-9c25-7f0aea03c2e5,2026-03-09T13:48:02.122549,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-esh
7,HDX,Wallis and Futuna Islands - Current IATI Aid Activities,iati-wlf,5243b829-54a1-43f6-aaee-be831be47345,2026-03-09T13:47:58.081693,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-wlf
7,HDX,Viet Nam - Current IATI Aid Activities,iati-vnm,5571025e-52d5-4abc-8e4f-2db93434510f,2026-03-09T13:47:57.035726,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-vnm
7,HDX,British Virgin Islands - Current IATI Aid Activities,iati-vgb,b5e4e5e3-fcbe-43aa-a7c3-f8b60bc9ae15,2026-03-09T13:47:56.224479,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-vgb
7,HDX,Venezuela (Bolivarian Republic of) - Current IATI Aid Activities,iati-ven,01c0bf96-9864-4bcd-93e2-cdbc42cd17a3,2026-03-09T13:47:50.384525,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-ven
7,HDX,Vanuatu - Current IATI Aid Activities,iati-vut,6ee99011-3e58-44d2-b3f4-5505f541ba3d,2026-03-09T13:47:46.515859,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-vut
7,HDX,Uzbekistan - Current IATI Aid Activities,iati-uzb,dbdefa94-15b7-4bb6-8cc9-5495c5eb1e1d,2026-03-09T13:47:43.443131,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-uzb
7,HDX,Uruguay - Current IATI Aid Activities,iati-ury,63f6a05e-64ec-4517-8985-ac1fbd2fb1f9,2026-03-09T13:47:39.607000,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-ury
7,HDX,United States of America - Current IATI Aid Activities,iati-usa,d5060e5f-aeac-4d38-ba98-cfc8e63ad707,2026-03-09T13:47:36.020488,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-usa
7,HDX,United Kingdom of Great Britain and Northern Ireland - Current IATI Aid Activities,iati-gbr,c5d36749-b725-4f26-a3f3-564ac0b2c40d,2026-03-09T13:47:32.446275,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-gbr
7,HDX,United Arab Emirates - Current IATI Aid Activities,iati-are,0cbcaabb-c318-43c8-9980-05897d218414,2026-03-09T13:47:28.888335,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-are
7,HDX,Ukraine - Current IATI Aid Activities,iati-ukr,fe77667e-8ea6-4273-9378-d9866a27a16f,2026-03-09T13:47:28.791868,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-ukr
7,HDX,Uganda - Current IATI Aid Activities,iati-uga,66b331c1-80f4-42e3-950d-91e49d2fe167,2026-03-09T13:47:08.585861,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-uga
7,HDX,Tuvalu - Current IATI Aid Activities,iati-tuv,0f1a0874-e0a2-4355-ae6c-1c41fa769123,2026-03-09T13:46:56.711875,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-tuv
7,HDX,Turkmenistan - Current IATI Aid Activities,iati-tkm,3eb9ce66-d673-4161-87ee-ef8040fee025,2026-03-09T13:46:53.052042,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-tkm
7,HDX,Türkiye - Current IATI Aid Activities,iati-tur,4ad987e5-ee08-4cd5-a2e1-e51014461a5e,2026-03-09T13:46:50.823297,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-tur
7,HDX,Tunisia - Current IATI Aid Activities,iati-tun,129c832e-6dc4-4e23-85d9-e5e8170abba5,2026-03-09T13:46:39.414997,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-tun
7,HDX,Trinidad and Tobago - Current IATI Aid Activities,iati-tto,793df9f4-9300-4535-94bc-9fcecf526812,2026-03-09T13:46:28.588836,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-tto
7,HDX,Tonga - Current IATI Aid Activities,iati-ton,4853c7c5-2b63-4dea-8de6-5e90db65e3da,2026-03-09T13:46:28.397526,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-ton
7,HDX,Tokelau - Current IATI Aid Activities,iati-tkl,69af3957-0e48-4d0c-9ecb-4bbfab92efb7,2026-03-09T13:46:25.220072,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-tkl
7,HDX,Togo - Current IATI Aid Activities,iati-tgo,6cc5fffa-e556-4ab6-a581-b7dee40369a5,2026-03-09T13:46:23.015205,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-tgo
7,HDX,Timor-Leste - Current IATI Aid Activities,iati-tls,c61c654c-ffcb-4d81-8a40-6022cbf81c13,2026-03-09T13:46:17.973546,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-tls
7,HDX,Thailand - Current IATI Aid Activities,iati-tha,6e6de877-fd40-4e3a-b209-c98aba849e86,2026-03-09T13:46:13.470147,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-tha
7,HDX,United Republic of Tanzania - Current IATI Aid Activities,iati-tza,016d4cb0-57b0-40ec-99b1-fda00e1a1ad1,2026-03-09T13:46:10.076608,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-tza
7,HDX,Tajikistan - Current IATI Aid Activities,iati-tjk,aaac16e6-67ae-4939-a585-7aea4f325435,2026-03-09T13:45:58.669854,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-tjk
7,HDX,Syrian Arab Republic - Current IATI Aid Activities,iati-syr,2d06e0ee-b53b-4ea2-811f-06d791859e5d,2026-03-09T13:45:53.030832,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-syr
7,HDX,Taiwan (Province of China) - Current IATI Aid Activities,iati-twn,f81b510b-0f27-405a-a9f7-20789cde1bb9,2026-03-09T13:45:51.899183,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-twn
7,HDX,Sweden - Current IATI Aid Activities,iati-swe,ade5a5db-a373-43d8-bb17-293620add363,2026-03-09T13:45:41.831066,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-swe
7,HDX,Switzerland - Current IATI Aid Activities,iati-che,caa4f488-f7bf-4474-a34c-e4c0e6912a45,2026-03-09T13:45:41.569119,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-che
7,HDX,Eswatini - Current IATI Aid Activities,iati-swz,ae6059d8-d82c-48af-935c-7f4a4178b1d1,2026-03-09T13:45:39.787529,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-swz
7,HDX,Suriname - Current IATI Aid Activities,iati-sur,548e4c67-8f9c-4444-9622-3ad2de878baf,2026-03-09T13:45:34.525033,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-sur
7,HDX,Sudan - Current IATI Aid Activities,iati-sdn,3cbcf424-2bcd-46ef-980e-daa2355db83c,2026-03-09T13:45:31.577973,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-sdn
7,HDX,South Sudan - Current IATI Aid Activities,iati-ssd,a5d5322a-84b5-4d0d-9b9f-f3732b1994a7,2026-03-09T13:45:24.816769,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-ssd
7,HDX,Sri Lanka - Current IATI Aid Activities,iati-lka,2d6083fa-d6e4-47ef-a39a-58460a9e7917,2026-03-09T13:45:16.350408,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-lka
7,HDX,South Africa - Current IATI Aid Activities,iati-zaf,62f02b5f-a0a0-4ebb-a270-81716dfe67c2,2026-03-09T13:45:08.983016,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-zaf
7,HDX,Spain - Current IATI Aid Activities,iati-esp,ede01368-7887-4391-9564-0a4a0776d2f6,2026-03-09T13:45:08.481047,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-esp
7,HDX,Somalia - Current IATI Aid Activities,iati-som,5151491e-7a03-4b17-ae14-5f4ca2325c63,2026-03-09T13:45:02.406415,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-som
7,HDX,Solomon Islands - Current IATI Aid Activities,iati-slb,6efff0bc-89c7-4233-8fcd-a89bf21fb1f7,2026-03-09T13:44:53.570366,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-slb
7,HDX,Slovenia - Current IATI Aid Activities,iati-svn,b3eb2343-6a4d-4720-99c2-1552ab7b1ea5,2026-03-09T13:44:50.278111,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-svn
7,HDX,Slovakia - Current IATI Aid Activities,iati-svk,7ba879f7-ae2d-424b-b312-b59e27fa2cea,2026-03-09T13:44:47.118244,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-svk
7,HDX,Sint Maarten (Dutch part) - Current IATI Aid Activities,iati-sxm,a0c390ba-21f6-414c-b3a9-ba3325c103ce,2026-03-09T13:44:42.819588,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-sxm
7,HDX,Sierra Leone - Current IATI Aid Activities,iati-sle,9c1533f4-8419-47dd-ab72-86eb4ebceb62,2026-03-09T13:44:41.788421,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-sle
7,HDX,Singapore - Current IATI Aid Activities,iati-sgp,bf585515-0bd4-42c0-a227-3eac1b042008,2026-03-09T13:44:41.580370,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-sgp
7,HDX,Seychelles - Current IATI Aid Activities,iati-syc,0df09d51-081d-442a-8296-b5d19f995f22,2026-03-09T13:44:35.687925,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-syc
7,HDX,Serbia - Current IATI Aid Activities,iati-srb,80dc3c2a-7fad-4495-a629-b5a70ddd6b6e,2026-03-09T13:44:33.044340,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-srb
7,HDX,Senegal - Current IATI Aid Activities,iati-sen,604e02dd-9f18-4295-86d0-2017f7f4d174,2026-03-09T13:44:28.390925,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-sen
7,HDX,Saudi Arabia - Current IATI Aid Activities,iati-sau,412d0f78-99c1-410e-9b4b-be735b17402a,2026-03-09T13:44:19.827677,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-sau
7,HDX,Sao Tome and Principe - Current IATI Aid Activities,iati-stp,4fa090a4-0e55-42e2-b354-14a50b75cfec,2026-03-09T13:44:17.941708,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-stp
7,HDX,Samoa - Current IATI Aid Activities,iati-wsm,7a4d5724-0704-4e9a-be8e-5f0ae5f79dea,2026-03-09T13:44:14.797287,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-wsm
7,HDX,Saint Vincent and the Grenadines - Current IATI Aid Activities,iati-vct,35acea01-87b2-4227-ad47-f85af560e84d,2026-03-09T13:44:11.255741,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-vct
7,HDX,Saint Lucia - Current IATI Aid Activities,iati-lca,7c3d2403-52d7-4d76-996e-0472023bc5b6,2026-03-09T13:44:06.711556,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-lca
7,HDX,Saint Kitts and Nevis - Current IATI Aid Activities,iati-kna,5a01a45d-28d4-41a8-b0e9-eb4b3f9762ae,2026-03-09T13:44:01.487032,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-kna
7,HDX,Saint Helena - Current IATI Aid Activities,iati-shn,06e8995d-2566-4451-b32c-fceaa2bf65e3,2026-03-09T13:43:59.266569,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-shn
7,HDX,Rwanda - Current IATI Aid Activities,iati-rwa,0b43bc49-48c1-440d-92c7-16fb914a0c15,2026-03-09T13:43:59.220584,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-rwa
7,HDX,Russian Federation - Current IATI Aid Activities,iati-rus,8d377d19-5df5-41c9-95fa-cd8d7dd1aeca,2026-03-09T13:43:50.819843,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-rus
7,HDX,Romania - Current IATI Aid Activities,iati-rou,cce59f80-1b95-4a44-9c48-0b8269a98f04,2026-03-09T13:43:48.264906,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-rou
7,HDX,Réunion - Current IATI Aid Activities,iati-reu,dc548b16-dcc2-4d34-8392-491e4a4d282b,2026-03-09T13:43:44.019533,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-reu
7,HDX,Qatar - Current IATI Aid Activities,iati-qat,784530e7-c8d0-4f08-b8c2-466e8fac5842,2026-03-09T13:43:42.748997,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-qat
7,HDX,Poland - Current IATI Aid Activities,iati-pol,9fa753af-6312-452e-9bbc-f8404cd8ad74,2026-03-09T13:43:39.922208,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-pol
7,HDX,Portugal - Current IATI Aid Activities,iati-prt,926ed8b1-987a-48a5-a6c2-7def6d0d7f44,2026-03-09T13:43:39.701235,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-prt
7,HDX,Philippines - Current IATI Aid Activities,iati-phl,8d2b91dd-d37b-43e6-9008-0ea2cbee6fd2,2026-03-09T13:43:36.718732,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-phl
7,HDX,Peru - Current IATI Aid Activities,iati-per,f3920529-7b16-4bb2-931b-b986d109d2ab,2026-03-09T13:43:29.360553,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-per
7,HDX,Paraguay - Current IATI Aid Activities,iati-pry,96d5fd6a-f642-4c6a-9a9a-8ca8bac98e30,2026-03-09T13:43:24.355184,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-pry
7,HDX,Papua New Guinea - Current IATI Aid Activities,iati-png,2fd0caf9-6fdc-47be-8e8f-04015a0de1ee,2026-03-09T13:43:20.032716,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-png
7,HDX,Panama - Current IATI Aid Activities,iati-pan,f8495053-6b80-498d-904e-926ce9187382,2026-03-09T13:43:14.187210,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-pan
7,HDX,State of Palestine - Current IATI Aid Activities,iati-pse,4578f6f1-2e10-4469-8798-de7a773c2df7,2026-03-09T13:43:11.456317,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-pse
7,HDX,Palau - Current IATI Aid Activities,iati-plw,6c05d79e-1454-4ee0-afd2-4860b3ddfe82,2026-03-09T13:42:57.735132,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-plw
7,HDX,Pakistan - Current IATI Aid Activities,iati-pak,79181293-3680-4a2c-9cb1-ef679ea4b5d2,2026-03-09T13:42:56.033383,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-pak
7,HDX,Oman - Current IATI Aid Activities,iati-omn,9cb50233-e5c7-4818-a62f-58d09626e142,2026-03-09T13:42:47.761633,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-omn
7,HDX,Norway - Current IATI Aid Activities,iati-nor,0fca90ab-72a2-43fc-a8ba-39d8f34e5999,2026-03-09T13:42:42.779562,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-nor
7,HDX,Nigeria - Current IATI Aid Activities,iati-nga,88b1a1cb-1673-4dc2-98c7-5f1a71830b95,2026-03-09T13:42:41.988736,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-nga
7,HDX,Niue - Current IATI Aid Activities,iati-niu,c8d5ab01-079d-4f3e-b0ac-8b264cedc57a,2026-03-09T13:42:41.100951,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-niu
7,HDX,Niger - Current IATI Aid Activities,iati-ner,ea5af3fe-a2b1-4833-8264-9afc3ff1ed4b,2026-03-09T13:42:31.237793,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-ner
7,HDX,Nicaragua - Current IATI Aid Activities,iati-nic,57d9e283-cf2d-4851-b904-2250130fb851,2026-03-09T13:42:23.727437,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-nic
7,HDX,New Zealand - Current IATI Aid Activities,iati-nzl,1e4fe780-d520-4aea-b12d-62617b167eae,2026-03-09T13:42:17.328581,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-nzl
7,HDX,Netherlands (Kingdom of the) - Current IATI Aid Activities,iati-nld,96711c33-c869-43cb-8990-05f460363544,2026-03-09T13:42:16.968233,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-nld
7,HDX,Nepal - Current IATI Aid Activities,iati-npl,47a44c63-6cd3-45d8-a01b-304e2a9d47fd,2026-03-09T13:42:14.621227,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-npl
7,HDX,Namibia - Current IATI Aid Activities,iati-nam,4bc92530-6af7-4b87-ba41-bd01f27f3373,2026-03-09T13:42:03.582412,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-nam
7,HDX,Nauru - Current IATI Aid Activities,iati-nru,f9285b46-7782-43e0-a483-87286e5fa1a2,2026-03-09T13:42:03.149585,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-nru
7,HDX,Myanmar - Current IATI Aid Activities,iati-mmr,2aabf1b2-ffef-455f-9ba5-c91eac462a8f,2026-03-09T13:41:58.341797,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-mmr
7,HDX,Mozambique - Current IATI Aid Activities,iati-moz,35b15445-df6b-4a88-8b80-fa14568f2db3,2026-03-09T13:41:49.660230,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-moz
7,HDX,Morocco - Current IATI Aid Activities,iati-mar,812f0da8-7540-4c2d-ada2-e47165b0f4c8,2026-03-09T13:41:39.374445,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-mar
7,HDX,Montenegro - Current IATI Aid Activities,iati-mne,f22146d2-5c48-4f27-9907-2029abab42fc,2026-03-09T13:41:30.668146,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-mne
7,HDX,Montserrat - Current IATI Aid Activities,iati-msr,b1a701b4-4270-4606-ad3e-526a65ff97ad,2026-03-09T13:41:29.938415,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-msr
7,HDX,Mongolia - Current IATI Aid Activities,iati-mng,5ba111fc-3134-4cd6-901a-06744f7e704b,2026-03-09T13:41:25.149343,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-mng
7,HDX,Republic of Moldova - Current IATI Aid Activities,iati-mda,a1f56bbb-a44c-4532-a2b1-76f2c69eba31,2026-03-09T13:41:20.471928,hdx-other,International Aid Transparency Initiative,2,CSV,https://data.humdata.org/dataset/iati-mda
